Record date,Type of crop,Grade,Ktonnes,Region,Global_region,Destination
31/03/2016,Barley,OTHER,107.8,Vancouver,Asia,China P.R.
31/03/2016,Barley,OTHER,20.7,Vancouver,Asia,Japan
31/03/2016,Rye,No.1 CW,2,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Flaxseed,No.1 CW,0.1,Prairie Elevators,Western Hemisphere,Mexico
31/03/2016,Flaxseed,No.1 CW,9.4,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Flaxseed,No.1 CW,8.7,Vancouver,Asia,China P.R.
31/03/2016,Canola,No.1 CANADA,31.8,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Canola,No.1 CANADA,47.7,Vancouver,Western Europe,Belgium
31/03/2016,Canola,No.1 CANADA,9.8,Vancouver,Asia,Bangladesh
31/03/2016,Canola,No.1 CANADA,98.1,Vancouver,Asia,China P.R.
31/03/2016,Canola,No.1 CANADA,226.1,Vancouver,Asia,Japan
31/03/2016,Canola,No.1 CANADA,99,Vancouver,Asia,Pakistan
31/03/2016,Canola,No.1 CANADA,23.4,Vancouver,Asia,United Arab Emirates
31/03/2016,Canola,No.1 CANADA,184.4,Prince Rupert,Asia,China P.R.
31/03/2016,Canola,No.1 CANADA,46.2,Prince Rupert,Western Hemisphere,Mexico
31/03/2016,Sunflower seed,No.1 CANADA,0.4,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Soybeans,No.1 CANADA,4.5,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Soybeans,No.2 CANADA,10.8,Vancouver,Asia,Bangladesh
31/03/2016,Soybeans,No.2 CANADA,22,Vancouver,Asia,China P.R.
31/03/2016,Soybeans,No.2 CANADA,64.2,Vancouver,Asia,Pakistan
31/03/2016,Soybeans,No.2 CANADA,9.6,St. Lawrence,Western Europe,France
31/03/2016,Soybeans,No.2 CANADA,26.3,St. Lawrence,Western Europe,Norway
31/03/2016,Soybeans,No.2 CANADA,33.7,St. Lawrence,Western Europe,Portugal
31/03/2016,Soybeans,No.2 CANADA,22.4,St. Lawrence,Asia,China P.R.
31/03/2016,Soybeans,OTHER,66,Vancouver,Asia,China P.R.
31/03/2016,Peas,All grades combined,88.9,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Peas,All grades combined,69.5,Vancouver,Asia,China P.R.
31/03/2016,Peas,All grades combined,92.5,Vancouver,Asia,India
31/03/2016,Corn,No.1 CW,1,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Corn,No.2 CW,9.2,Bay & Lakes,Western Hemisphere,United States
31/03/2016,Canary seed,OTHER,0.9,Prairie Elevators,Western Hemisphere,Mexico
31/03/2016,Canary seed,OTHER,0.1,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Mustard seed,No.1 CANADA,1.9,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Lentils,No.1 CANADA,0.3,Prairie Elevators,Western Hemisphere,Mexico
31/03/2016,Lentils,No.1 CANADA,0.7,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Lentils,No.2 CANADA,12.3,Vancouver,Africa,Egypt
31/03/2016,Lentils,No.2 CANADA,31.8,Vancouver,Asia,Turkey
31/03/2016,Chick peas,No.1 CANADA,0.7,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Wheat,No.1 CW RS,2,Prairie Elevators,Western Hemisphere,Mexico
31/03/2016,Wheat,No.1 CW RS,92.2,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Wheat,No.1 CW RS,99.4,Vancouver,Asia,Japan
31/03/2016,Wheat,No.1 CW RS,14.3,Vancouver,Asia,South Korea
31/03/2016,Wheat,No.1 CW RS,89.3,Prince Rupert,Asia,Japan
31/03/2016,Wheat,No.2 C PS,41.5,Vancouver,Asia,Sri Lanka
31/03/2016,Wheat,No.2 C PS,15.5,Vancouver,Western Hemisphere,Colombia
31/03/2016,Wheat,No.2 C PS,5.5,Vancouver,Western Hemisphere,Costa Rica
31/03/2016,Wheat,No.2 C PS,16,Vancouver,Western Hemisphere,Peru
31/03/2016,Wheat,No.2 C PS,12.2,Prince Rupert,Western Hemisphere,Ecuador
31/03/2016,Wheat,No.2 C PS,27.5,Prince Rupert,Western Hemisphere,Peru
31/03/2016,Wheat,No.2 CE,7.7,St. Lawrence,Western Hemisphere,Venezuela
31/03/2016,Wheat,No.2 CW RS,56.5,Vancouver,Asia,Bangladesh
31/03/2016,Wheat,No.2 CW RS,60.4,Vancouver,Asia,China P.R.
31/03/2016,Wheat,No.2 CW RS,49.5,Vancouver,Asia,India
31/03/2016,Wheat,No.2 CW RS,28.9,Vancouver,Asia,Sri Lanka
31/03/2016,Wheat,No.2 CW RS,59.2,Vancouver,Asia,United Arab Emirates
31/03/2016,Wheat,No.2 CW RS,51.9,Vancouver,Western Hemisphere,Colombia
31/03/2016,Wheat,No.2 CW RS,16.5,Vancouver,Western Hemisphere,Costa Rica
31/03/2016,Wheat,No.2 CW RS,53.8,Vancouver,Western Hemisphere,Mexico
31/03/2016,Wheat,No.2 CW RS,60.1,Vancouver,Western Hemisphere,Peru
31/03/2016,Wheat,No.2 CW RS,20.2,Prince Rupert,Africa,Ghana
31/03/2016,Wheat,No.2 CW RS,12.8,Prince Rupert,Africa,Nigeria
31/03/2016,Wheat,No.2 CW RS,55.2,Prince Rupert,Asia,Bangladesh
31/03/2016,Wheat,No.2 CW RS,13.3,Prince Rupert,Asia,Oman
31/03/2016,Wheat,No.2 CW RS,10.6,Prince Rupert,Asia,United Arab Emirates
31/03/2016,Wheat,No.2 CW RS,16.5,Prince Rupert,Western Hemisphere,Colombia
31/03/2016,Wheat,No.2 CW RS,11,Prince Rupert,Western Hemisphere,Ecuador
31/03/2016,Wheat,No.2 CW RS,8,Prince Rupert,Western Hemisphere,Ecuador
31/03/2016,Wheat,No.2 CW RS,22,Prince Rupert,Western Hemisphere,Peru
31/03/2016,Wheat,No.2 CW RS,15,St. Lawrence,Western Europe,Italy
31/03/2016,Wheat,No.2 CW RS,10.7,St. Lawrence,Western Europe,United Kingdom
31/03/2016,Wheat,No.2 CW RS,2,St. Lawrence,Africa,Burkina Faso
31/03/2016,Wheat,No.2 CW RS,14.5,St. Lawrence,Africa,Cameroon
31/03/2016,Wheat,No.2 CW RS,48.5,St. Lawrence,Africa,Ghana
31/03/2016,Wheat,No.2 CW RS,33,St. Lawrence,Africa,Nigeria
31/03/2016,Wheat,No.2 CW RS,20,St. Lawrence,Western Hemisphere,Venezuela
31/03/2016,Wheat,OTHER,28.1,Vancouver,Asia,Japan
31/03/2016,Wheat,No.1 CW AD,11.4,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Wheat,No.1 CW AD,45.9,Vancouver,Africa,Morocco
31/03/2016,Wheat,No.1 CW AD,27.5,St. Lawrence,Africa,Morocco
31/03/2016,Wheat,No.2 CW AD,78.8,Vancouver,Africa,Algeria
31/03/2016,Wheat,No.2 CW AD,15.2,Vancouver,Africa,Morocco
31/03/2016,Wheat,No.2 CW AD,2.8,Vancouver,Western Hemisphere,Colombia
31/03/2016,Wheat,No.2 CW AD,5,Vancouver,Western Hemisphere,Costa Rica
31/03/2016,Wheat,No.2 CW AD,9.1,Vancouver,Western Hemisphere,Peru
31/03/2016,Wheat,No.2 CW AD,25.5,St. Lawrence,Africa,Algeria
31/03/2016,Wheat,No.3 CW AD,86.8,Vancouver,Western Europe,Italy
31/03/2016,Wheat,No.3 CW AD,52,Vancouver,Asia,Turkey
31/03/2016,Wheat,No.3 CW AD,22.5,St. Lawrence,Western Europe,Belgium
31/03/2016,Wheat,No.3 CW AD,15.8,St. Lawrence,Western Europe,Germany
31/03/2016,Wheat,No.3 CW AD,22,St. Lawrence,Western Europe,Italy
31/03/2016,Wheat,No.3 CW AD,2,St. Lawrence,Africa,Cameroon
31/03/2016,Wheat,No.3 CW AD,26.4,St. Lawrence,Africa,Tunisia
31/03/2016,Wheat,No.3 CW AD,27.5,St. Lawrence,Asia,Turkey
31/03/2016,Wheat,No.4 CW AD,50,St. Lawrence,Western Europe,Italy
31/03/2016,Oats,No.1 CW,1.3,Prairie Elevators,Western Hemisphere,Mexico
31/03/2016,Oats,No.1 CW,40.1,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Oats,No.2 CW,0,Bay & Lakes,Western Hemisphere,United States
31/03/2016,Oats,No.3 CW,0,Bay & Lakes,Western Hemisphere,United States
31/03/2016,Barley,No.1 CW,15,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Barley,OTHER,106.5,Vancouver,Asia,China P.R.
31/03/2016,Rye,No.1 CW,3.4,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Flaxseed,No.1 CW,0.1,Prairie Elevators,Western Hemisphere,Mexico
31/03/2016,Flaxseed,No.1 CW,4.2,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Canola,No.1 CANADA,19,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Canola,No.1 CANADA,8.3,Vancouver,Africa,Morocco
31/03/2016,Canola,No.1 CANADA,51.6,Vancouver,Asia,Bangladesh
31/03/2016,Canola,No.1 CANADA,189.3,Vancouver,Asia,China P.R.
31/03/2016,Canola,No.1 CANADA,171.4,Vancouver,Asia,Japan
31/03/2016,Canola,No.1 CANADA,119.7,Vancouver,Asia,Pakistan
31/03/2016,Canola,No.1 CANADA,63.7,Vancouver,Asia,United Arab Emirates
31/03/2016,Canola,No.1 CANADA,46.2,Vancouver,Western Hemisphere,Mexico
31/03/2016,Canola,No.1 CANADA,125.1,Prince Rupert,Asia,China P.R.
31/03/2016,Canola,No.1 CANADA,31.6,Prince Rupert,Asia,Pakistan
31/03/2016,Canola,No.1 CANADA,22.3,Prince Rupert,Asia,United Arab Emirates
31/03/2016,Canola,No.1 CANADA,46.2,Prince Rupert,Western Hemisphere,Mexico
31/03/2016,Canola,No.1 CANADA,27.7,St. Lawrence,Western Europe,Portugal
31/03/2016,Sunflower seed,No.1 CANADA,0.4,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Soybeans,No.1 CANADA,2.3,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Soybeans,No.2 CANADA,118.6,Vancouver,Asia,China P.R.
31/03/2016,Soybeans,No.2 CANADA,62,Vancouver,Asia,Iran
31/03/2016,Soybeans,No.2 CANADA,33.6,St. Lawrence,Western Europe,Belgium
31/03/2016,Soybeans,No.2 CANADA,8,St. Lawrence,Western Europe,Netherlands
31/03/2016,Soybeans,No.2 CANADA,21,St. Lawrence,Western Europe,Norway
31/03/2016,Soybeans,OTHER,64.4,Vancouver,Asia,China P.R.
31/03/2016,Peas,All grades combined,1.6,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Peas,All grades combined,10.6,Vancouver,Asia,China P.R.
31/03/2016,Peas,All grades combined,129.5,Vancouver,Asia,India
31/03/2016,Corn,No.1 CW,0,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Canary seed,OTHER,0.9,Prairie Elevators,Western Hemisphere,Mexico
31/03/2016,Canary seed,OTHER,0,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Mustard seed,No.1 CANADA,1.7,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Lentils,No.1 CANADA,0.9,Prairie Elevators,Western Hemisphere,Mexico
31/03/2016,Lentils,No.1 CANADA,1.2,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Lentils,No.3 CANADA,10.9,Vancouver,Asia,United Arab Emirates
31/03/2016,Chick peas,No.1 CANADA,0.5,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Wheat,No.1 CW RS,1.9,Prairie Elevators,Western Hemisphere,Mexico
31/03/2016,Wheat,No.1 CW RS,75,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Wheat,No.1 CW RS,10.1,Vancouver,Asia,China P.R.
31/03/2016,Wheat,No.1 CW RS,63.8,Vancouver,Asia,Japan
31/03/2016,Wheat,No.1 CW RS,58.8,Prince Rupert,Asia,Japan
31/03/2016,Wheat,No.1 CW RS,5.3,St. Lawrence,Western Europe,Netherlands
31/03/2016,Wheat,No.2 C PS,11.8,Vancouver,Western Hemisphere,Chile
31/03/2016,Wheat,No.2 C PS,10.8,Vancouver,Western Hemisphere,Peru
31/03/2016,Wheat,No.2 CE,0.4,St. Lawrence,Africa,Ghana
31/03/2016,Wheat,No.2 CW RS,2.5,Vancouver,Africa,Malawi
31/03/2016,Wheat,No.2 CW RS,53.9,Vancouver,Africa,Mozambique
31/03/2016,Wheat,No.2 CW RS,2,Vancouver,Africa,Rwanda
31/03/2016,Wheat,No.2 CW RS,43.1,Vancouver,Africa,South Africa
31/03/2016,Wheat,No.2 CW RS,15,Vancouver,Africa,Tanzania
31/03/2016,Wheat,No.2 CW RS,2,Vancouver,Africa,Zimbabwe
31/03/2016,Wheat,No.2 CW RS,60.4,Vancouver,Asia,China P.R.
31/03/2016,Wheat,No.2 CW RS,78.5,Vancouver,Asia,Indonesia
31/03/2016,Wheat,No.2 CW RS,12,Vancouver,Asia,Kuwait
31/03/2016,Wheat,No.2 CW RS,35.1,Vancouver,Asia,Malaysia
31/03/2016,Wheat,No.2 CW RS,9.9,Vancouver,Asia,Oman
31/03/2016,Wheat,No.2 CW RS,28.7,Vancouver,Asia,South Korea
31/03/2016,Wheat,No.2 CW RS,42.6,Vancouver,Asia,United Arab Emirates
31/03/2016,Wheat,No.2 CW RS,6,Vancouver,Asia,Vietnam
31/03/2016,Wheat,No.2 CW RS,40.5,Vancouver,Western Hemisphere,Chile
31/03/2016,Wheat,No.2 CW RS,55.6,Vancouver,Western Hemisphere,Ecuador
31/03/2016,Wheat,No.2 CW RS,46.6,Vancouver,Western Hemisphere,Peru
31/03/2016,Wheat,No.2 CW RS,19.3,Vancouver,Western Hemisphere,Puerto Rico
31/03/2016,Wheat,No.2 CW RS,44,Prince Rupert,Africa,Sudan
31/03/2016,Wheat,No.2 CW RS,104.3,Prince Rupert,Asia,Bangladesh
31/03/2016,Wheat,No.2 CW RS,30,Prince Rupert,Western Hemisphere,Peru
31/03/2016,Wheat,No.2 CW RS,10.8,St. Lawrence,Western Europe,Italy
31/03/2016,Wheat,No.2 CW RS,24.8,St. Lawrence,Western Europe,United Kingdom
31/03/2016,Wheat,No.2 CW RS,3,St. Lawrence,Africa,Burkina Faso
31/03/2016,Wheat,No.2 CW RS,15.5,St. Lawrence,Africa,Cameroon
31/03/2016,Wheat,No.2 CW RS,43.2,St. Lawrence,Africa,Ghana
31/03/2016,Wheat,No.2 CW RS,3,St. Lawrence,Africa,Guinea
31/03/2016,Wheat,No.2 CW RS,4.2,St. Lawrence,Africa,Ivory Coast
31/03/2016,Wheat,No.2 CW RS,0.8,St. Lawrence,Africa,Mali
31/03/2016,Wheat,No.2 CW RS,1,St. Lawrence,Africa,Niger
31/03/2016,Wheat,No.2 CW RS,56.6,St. Lawrence,Africa,Nigeria
31/03/2016,Wheat,No.2 CW RS,4,St. Lawrence,Africa,Senegal
31/03/2016,Wheat,No.2 CW RS,3,St. Lawrence,Africa,Togo
31/03/2016,Wheat,No.2 CW RS,17.6,St. Lawrence,Western Hemisphere,Dominican Republic
31/03/2016,Wheat,No.2 CW RS,7.2,St. Lawrence,Western Hemisphere,Haiti
31/03/2016,Wheat,No.2 CW RS,19.3,St. Lawrence,Western Hemisphere,Mexico
31/03/2016,Wheat,No.2 CW RS,15.5,St. Lawrence,Western Hemisphere,Venezuela
31/03/2016,Wheat,No.2 CW RW,1.7,St. Lawrence,Africa,Ghana
31/03/2016,Wheat,No.3 CW RS,10.8,Vancouver,Asia,Oman
31/03/2016,Wheat,No.3 CW RS,10.4,St. Lawrence,Western Hemisphere,Mexico
31/03/2016,Wheat,OTHER,26.2,Vancouver,Asia,Japan
31/03/2016,Wheat,OTHER,30.9,St. Lawrence,Western Europe,United Kingdom
31/03/2016,Wheat,No.1 CW AD,10.6,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Wheat,No.1 CW AD,60.5,Vancouver,Africa,Morocco
31/03/2016,Wheat,No.2 CW AD,16.3,Vancouver,Africa,Algeria
31/03/2016,Wheat,No.2 CW AD,33,Vancouver,Asia,Indonesia
31/03/2016,Wheat,No.2 CW AD,21.3,Vancouver,Asia,Japan
31/03/2016,Wheat,No.2 CW AD,26.4,Vancouver,Asia,Kuwait
31/03/2016,Wheat,No.2 CW AD,12.3,Vancouver,Asia,United Arab Emirates
31/03/2016,Wheat,No.2 CW AD,12.4,Vancouver,Western Hemisphere,Peru
31/03/2016,Wheat,No.2 CW AD,64.4,St. Lawrence,Africa,Algeria
31/03/2016,Wheat,No.2 CW AD,12,St. Lawrence,Western Hemisphere,Haiti
31/03/2016,Wheat,No.3 CW AD,42,Vancouver,Western Europe,Italy
31/03/2016,Wheat,No.3 CW AD,25.5,St. Lawrence,Western Europe,Germany
31/03/2016,Wheat,No.3 CW AD,2,St. Lawrence,Africa,Cameroon
31/03/2016,Wheat,No.4 CW AD,20.5,St. Lawrence,Western Europe,Italy
31/03/2016,Oats,No.1 CW,1.3,Prairie Elevators,Western Hemisphere,Mexico
31/03/2016,Oats,No.1 CW,53.1,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Oats,No.2 CW,2.8,Vancouver,Western Hemisphere,Puerto Rico
31/03/2016,Oats,No.2 CW,32.6,Prince Rupert,Western Hemisphere,Mexico
31/03/2016,Oats,No.2 CW,0.1,Bay & Lakes,Western Hemisphere,United States
31/03/2016,Oats,No.3 CW,0,Bay & Lakes,Western Hemisphere,United States
31/03/2016,Oats,OTHER,6.3,Vancouver,Western Hemisphere,Ecuador
31/03/2016,Barley,No.1 CW,14.1,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Barley,OTHER,49.7,Vancouver,Asia,China P.R.
31/03/2016,Barley,OTHER,13,Vancouver,Asia,Japan
31/03/2016,Rye,No.1 CW,5.1,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Flaxseed,No.1 CW,0.1,Prairie Elevators,Western Hemisphere,Mexico
31/03/2016,Flaxseed,No.1 CW,10.3,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Flaxseed,No.1 CW,44.1,Vancouver,Asia,China P.R.
31/03/2016,Canola,No.1 CANADA,19.8,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Canola,No.1 CANADA,242,Vancouver,Asia,China P.R.
31/03/2016,Canola,No.1 CANADA,214.4,Vancouver,Asia,Japan
31/03/2016,Canola,No.1 CANADA,87.8,Vancouver,Asia,Pakistan
31/03/2016,Canola,No.1 CANADA,62.8,Vancouver,Asia,United Arab Emirates
31/03/2016,Canola,No.1 CANADA,46.2,Vancouver,Western Hemisphere,Mexico
31/03/2016,Canola,No.1 CANADA,187.3,Prince Rupert,Asia,China P.R.
31/03/2016,Canola,No.1 CANADA,170.4,Prince Rupert,Western Hemisphere,Mexico
31/03/2016,Sunflower seed,No.1 CANADA,0.2,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Soybeans,No.1 CANADA,3,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Soybeans,No.2 CANADA,24.6,Vancouver,Asia,China P.R.
31/03/2016,Soybeans,No.2 CANADA,8.4,St. Lawrence,Western Europe,Finland
31/03/2016,Peas,All grades combined,1.8,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Peas,All grades combined,32,Vancouver,Asia,Bangladesh
31/03/2016,Peas,All grades combined,80.7,Vancouver,Asia,China P.R.
31/03/2016,Peas,All grades combined,67.1,Vancouver,Asia,India
31/03/2016,Corn,No.2 CE,0.8,Bay & Lakes,Western Hemisphere,United States
31/03/2016,Corn,No.2 CW,18,Bay & Lakes,Western Hemisphere,United States
31/03/2016,Corn,No.3 CW,12.6,Bay & Lakes,Western Europe,Ireland
31/03/2016,Canary seed,OTHER,1.6,Prairie Elevators,Western Hemisphere,Mexico
31/03/2016,Canary seed,OTHER,0,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Mustard seed,No.1 CANADA,1.3,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Lentils,No.1 CANADA,1.1,Prairie Elevators,Western Hemisphere,Mexico
31/03/2016,Lentils,No.1 CANADA,1,Prairie Elevators,Western Hemisphere,United States
31/03/2016,Lentils,No.2 CANADA,12.4,Vancouver,Asia,India
31/03/2016,Lentils,OTHER,20.9,Thunder Bay,Asia,Turkey
31/03/2016,Chick peas,No.1 CANADA,0.5,Prairie Elevators,Western Hemisphere,United States
31/07/2016,Wheat,FEED,55,Vancouver,Western Hemisphere,Mexico
31/07/2016,Wheat,No.1 CW RS,46.9,Prairie Elevators,Western Hemisphere,United States
31/07/2016,Wheat,No.1 CW RS,10.5,Vancouver,Asia,China P.R.
31/07/2016,Wheat,No.1 CW RS,122.9,Vancouver,Asia,Japan
31/07/2016,Wheat,No.1 CW RS,9,Vancouver,Western Hemisphere,Ecuador
31/07/2016,Wheat,No.1 CW RS,17.4,Vancouver,Western Hemisphere,Peru
31/07/2016,Wheat,No.1 CW RS,67.5,Prince Rupert,Asia,China P.R.
31/07/2016,Wheat,No.1 CW RS,56,Prince Rupert,Asia,Japan
31/07/2016,Wheat,No.2 C PS,44,Vancouver,Asia,Sri Lanka
31/07/2016,Wheat,No.2 C PS,11,Vancouver,Western Hemisphere,Costa Rica
31/07/2016,Wheat,No.2 C PS,41.1,Prince Rupert,Western Hemisphere,Colombia
31/07/2016,Wheat,No.2 C PS,20.5,Prince Rupert,Western Hemisphere,Peru
31/07/2016,Wheat,No.2 CE,2.2,St. Lawrence,Western Hemisphere,Puerto Rico
31/07/2016,Wheat,No.2 CW RS,28.6,Vancouver,Africa,Mozambique
31/07/2016,Wheat,No.2 CW RS,90.8,Vancouver,Asia,Bangladesh
31/07/2016,Wheat,No.2 CW RS,122.8,Vancouver,Asia,Indonesia
31/07/2016,Wheat,No.2 CW RS,33,Vancouver,Asia,Sri Lanka
31/07/2016,Wheat,No.2 CW RS,37.4,Vancouver,Asia,Thailand
31/07/2016,Wheat,No.2 CW RS,16.1,Vancouver,Asia,United Arab Emirates
31/07/2016,Wheat,No.2 CW RS,23,Vancouver,Western Hemisphere,Costa Rica
31/07/2016,Wheat,No.2 CW RS,49.5,Prince Rupert,Asia,Indonesia
31/07/2016,Wheat,No.2 CW RS,44.5,Prince Rupert,Western Hemisphere,Colombia
31/07/2016,Wheat,No.2 CW RS,29.7,Prince Rupert,Western Hemisphere,Mexico
31/07/2016,Wheat,No.2 CW RS,10.1,Prince Rupert,Western Hemisphere,Peru
31/07/2016,Wheat,No.2 CW RS,12,Thunder Bay,Western Hemisphere,Colombia
31/07/2016,Wheat,No.2 CW RS,15.5,Thunder Bay,Western Hemisphere,Dominican Republic
31/07/2016,Wheat,No.2 CW RS,5.5,St. Lawrence,Western Europe,Belgium
31/07/2016,Wheat,No.2 CW RS,6.2,St. Lawrence,Western Europe,United Kingdom
31/07/2016,Wheat,No.2 CW RS,87.5,St. Lawrence,Africa,Nigeria
31/07/2016,Wheat,No.2 CW RS,27.5,St. Lawrence,Western Hemisphere,Brazil
31/07/2016,Wheat,No.2 CW RS,44,St. Lawrence,Western Hemisphere,Colombia
31/07/2016,Wheat,No.2 CW RS,10.7,St. Lawrence,Western Hemisphere,Haiti
31/07/2016,Wheat,No.2 CW RS,4.4,St. Lawrence,Western Hemisphere,Puerto Rico
31/07/2016,Wheat,No.2 CW RS,30,St. Lawrence,Western Hemisphere,Venezuela
31/07/2016,Wheat,No.2 CW RW,1.8,St. Lawrence,Western Hemisphere,Haiti
31/07/2016,Wheat,No.2 CW RW,4.4,St. Lawrence,Western Hemisphere,Puerto Rico
31/07/2016,Wheat,No.3 CW RS,35.9,Prince Rupert,Western Hemisphere,Mexico
31/07/2016,Wheat,OTHER,50,Vancouver,Asia,Iraq
31/07/2016,Wheat,OTHER,5.5,Vancouver,Asia,Japan
31/07/2016,Wheat,OTHER,38.5,Vancouver,Western Hemisphere,Chile
31/07/2016,Wheat,OTHER,50,Prince Rupert,Asia,Iraq
31/07/2016,Wheat,OTHER,6.4,Thunder Bay,Western Hemisphere,Colombia
31/07/2016,Wheat,OTHER,3.7,Thunder Bay,Western Hemisphere,Dominican Republic
31/07/2016,Wheat,OTHER,9.3,St. Lawrence,Western Europe,United Kingdom
31/07/2016,Wheat,No.1 CW AD,15,Prairie Elevators,Western Hemisphere,United States
31/07/2016,Wheat,No.1 CW AD,15.7,Vancouver,Africa,Algeria
31/07/2016,Wheat,No.1 CW AD,27.5,Vancouver,Africa,Morocco
31/07/2016,Wheat,No.2 CW AD,5.5,Vancouver,Asia,Indonesia
31/07/2016,Wheat,No.2 CW AD,6.9,Vancouver,Asia,Japan
31/07/2016,Wheat,No.2 CW AD,6.9,Vancouver,Asia,Oman
31/07/2016,Wheat,No.2 CW AD,5.5,Vancouver,Western Hemisphere,Costa Rica
31/07/2016,Wheat,No.2 CW AD,5,St. Lawrence,Africa,Nigeria
31/07/2016,Wheat,No.3 CW AD,58,Vancouver,Western Europe,Italy
31/07/2016,Wheat,No.3 CW AD,9.1,Thunder Bay,Western Europe,Italy
31/07/2016,Wheat,No.3 CW AD,21.1,Thunder Bay,Africa,Algeria
31/07/2016,Wheat,No.3 CW AD,7,St. Lawrence,Western Europe,Belgium
31/07/2016,Wheat,No.3 CW AD,32.8,St. Lawrence,Western Europe,Italy
31/07/2016,Wheat,No.3 CW AD,61.7,St. Lawrence,Africa,Algeria
31/07/2016,Wheat,No.3 CW AD,22.5,St. Lawrence,Africa,Tunisia
31/07/2016,Wheat,No.4 CW AD,10.1,Thunder Bay,Western Europe,Italy
31/07/2016,Wheat,No.4 CW AD,29.1,St. Lawrence,Western Europe,Italy
31/07/2016,Wheat,OTHER,26.3,St. Lawrence,Africa,Algeria
31/07/2016,Oats,No.1 CW,0.4,Prairie Elevators,Western Hemisphere,Mexico
31/07/2016,Oats,No.1 CW,45.8,Prairie Elevators,Western Hemisphere,United States
31/07/2016,Oats,No.2 CW,6.3,Vancouver,Western Hemisphere,Peru
31/07/2016,Oats,No.2 CW,12,Thunder Bay,Western Hemisphere,United States
31/07/2016,Oats,No.2 CW,0,Bay & Lakes,Western Hemisphere,United States
31/07/2016,Oats,No.3 CW,0,Bay & Lakes,Western Hemisphere,United States
31/07/2016,Oats,OTHER,8.8,Vancouver,Asia,United Arab Emirates
31/07/2016,Barley,No.1 CW,7.6,Prairie Elevators,Western Hemisphere,United States
31/07/2016,Barley,No.1 CW,65.6,Prince Rupert,Asia,Saudi Arabia
31/07/2016,Barley,OTHER,31.4,Vancouver,Asia,China P.R.
31/07/2016,Barley,OTHER,10.7,Vancouver,Asia,Japan
31/07/2016,Rye,No.1 CW,2.7,Prairie Elevators,Western Hemisphere,United States
31/07/2016,Flaxseed,No.1 CW,0.1,Prairie Elevators,Western Hemisphere,Mexico
31/07/2016,Flaxseed,No.1 CW,2.7,Prairie Elevators,Western Hemisphere,United States
31/07/2016,Flaxseed,No.1 CW,17,Vancouver,Asia,China P.R.
31/07/2016,Flaxseed,No.1 CW,9.6,Thunder Bay,Western Europe,Belgium
31/07/2016,Flaxseed,No.1 CW,9.5,St. Lawrence,Western Europe,Belgium
31/07/2016,Canola,No.1 CANADA,15.8,Prairie Elevators,Western Hemisphere,United States
31/07/2016,Canola,No.1 CANADA,50.5,Vancouver,Asia,Bangladesh
31/07/2016,Canola,No.1 CANADA,395,Vancouver,Asia,China P.R.
31/07/2016,Canola,No.1 CANADA,162.1,Vancouver,Asia,Japan
31/07/2016,Canola,No.1 CANADA,85,Vancouver,Asia,Pakistan
31/07/2016,Canola,No.1 CANADA,48.7,Vancouver,Asia,United Arab Emirates
31/07/2016,Canola,No.1 CANADA,60,Prince Rupert,Asia,China P.R.
31/07/2016,Canola,No.1 CANADA,12.1,Prince Rupert,Asia,Japan
